DATAFLOW,LAST UPDATE,freq,age,unit,n_lang,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2014,973940.3,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2015,971297.7,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2016,943650.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2017,950183.6,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2018,957232.8,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2019,966415.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2020,969722.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2021,982653.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2022,981639.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Austria,2023,1010004.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bosnia and Herzegovina,2020,386852.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bosnia and Herzegovina,2022,373059.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bosnia and Herzegovina,2023,368273.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2014,1470804.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2015,1503330.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2016,1494023.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2017,1527955.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2018,1519549.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2019,1561797.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2020,1094300.0,bd,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2021,1107889.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2022,1107700.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Belgium,2023,1126357.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2014,650069.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2015,655946.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2016,662873.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2017,674486.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2018,675192.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2019,674240.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2020,667401.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2021,669908.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2022,663411.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),French Community in Belgium including small German-speaking Community,2023,674812.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2014,814865.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2015,847384.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2016,837429.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2017,853469.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2018,844357.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Flemish Community in Belgium,2019,887557.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2014,745158.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2015,743898.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2016,736547.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2017,735904.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2018,728810.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2019,716666.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2020,706963.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2021,703149.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2022,707999.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Bulgaria,2023,709287.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2014,111424.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2015,110587.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2016,109998.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2017,110694.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2018,111665.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2019,113559.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2020,114513.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2021,115257.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2022,115539.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Cyprus,2023,118598.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2014,1292005.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2015,1301138.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2016,1319978.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2017,1344481.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2018,1362333.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2019,1377406.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2020,1393298.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2021,1412098.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2022,1430782.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Czechia,2023,1494598.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2014,10063762.1,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2015,9992343.3,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2016,9968358.8,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2017,9983487.6,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2018,9935909.4,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2019,9920401.8,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2020,9891346.3,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2021,9889940.8,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2022,9906788.5,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Germany,2023,10140570.1,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2014,1021275.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2015,1021275.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2016,1015409.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2017,1006603.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2018,999609.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2019,989841.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2020,982259.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2021,982233.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2022,972002.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Denmark,2023,963211.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2014,151697.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2015,154227.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2016,159883.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2017,164816.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2018,169061.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2019,172503.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2020,175107.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2021,178419.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2022,180283.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Estonia,2023,186035.1,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Greece,2014,1283579.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Greece,2015,1254660.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Greece,2016,1288355.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Greece,2017,1267220.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Greece,2018,1301078.0,,
