DATAFLOW,LAST UPDATE,freq,age,unit,n_lang,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2014,236240.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2015,235064.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2016,236779.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2017,238866.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2018,239000.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2019,238333.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2020,237494.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2021,240230.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2022,242291.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Latvia,2023,246348.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2014,277702.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2015,275934.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2016,266287.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2017,269109.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2018,263906.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2019,259752.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2020,257220.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2021,259366.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2022,,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),North Macedonia,2023,254326.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2014,56862.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2015,56807.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2016,56833.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2017,56353.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2018,57249.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2019,57296.8,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2020,57780.9,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2021,57999.5,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2022,58149.9,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Malta,2023,59477.4,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2014,2678442.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2015,2621033.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2016,2614116.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2017,2610651.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2020,2567353.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2021,2539881.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2022,2515924.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Netherlands,2023,2507305.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2014,865167.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2015,867937.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2016,875770.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2017,891199.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2018,896685.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2019,902350.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2020,901708.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2021,891440.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2022,892881.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Norway,2023,896764.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2014,4718345.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2015,4779734.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2016,4870462.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2017,4870462.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2018,4595398.0,e,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2019,4602491.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2020,4617110.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2021,4640601.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2022,4678920.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Poland,2023,4801640.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2014,1359711.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2015,1353590.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2016,1325160.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2017,1320776.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2018,1311587.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2019,1278390.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2020,1274042.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2021,1260045.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2022,1260045.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Portugal,2023,1275196.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2014,2529209.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2015,2492544.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2016,2436964.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2017,2413375.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2018,2388998.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2019,2357262.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2020,2325046.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2021,2303441.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2022,2296401.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Romania,2023,2281861.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Serbia,2022,757369.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Serbia,2023,746289.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2014,1008221.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2015,1033499.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2016,1065858.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2017,1104646.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2018,1130162.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2019,1151796.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2020,1173113.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2021,1190793.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2022,1201425.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Sweden,2023,1208281.0,d,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2014,254720.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2015,256180.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2016,265779.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2017,271918.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2018,274777.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2019,279198.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2020,278353.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2021,283562.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2022,287858.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovenia,2023,293485.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2014,646840.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2015,639108.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2016,635847.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2017,636651.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2018,641439.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2019,643191.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2020,643680.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2021,647090.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2022,655958.0,,
ESTAT:EDUC_UOE_LANG02$DEFAULTVIEW(1.0),09/04/25 23:00:00,Annual,Total,Number,Corresponding (total) number of students enrolled,Primary and secondary education (levels 1-3),Slovakia,2023,676368.0,,
